code,office,borough,address,latitude,longitude,install_date,LCD,QR,type
480,약수역 6번 출구,중구,동호로 177,37.554321,127.010704,30/01/2020,,8,QR
481,신당역 10번 출구,중구,청계천로 100,37.567032,127.015793,29/01/2020,,16,QR
482,예수소망교회,중구,청구로 32,37.55994,127.018478,29/01/2020,,10,QR
483,남산타운아파트 버스정류장,중구,신당동 산 24-110,37.547585,127.006439,29/01/2020,,16,QR
484,도동삼거리,중구,남창동 205-166,37.555767,126.977188,13/02/2020,,20,QR
485,서울역4번출구,중구,중구 남대문로5가,37.557404,126.973251,03/02/2020,,30,QR
3013,서울지방고용노동청 앞,중구,서울 중구 삼일대로 363,,,30/06/2020,,10,QR
4761,탐앤탐스 을지로3가점,중구,초동 107-9,,,19/10/2020,,10,QR
4762,국제빌딩,중구,남대문로 109,,,23/09/2020,,10,QR
4772,중앙일보,중구,서소문동58-6,,,05/10/2020,,10,QR
4774,을지로입구역 8번출구,중구,을지로1가 140-1,,,23/09/2020,,9,QR
4775,을지로지하쇼핑센터,중구,을지로1가 199-80,,,24/09/2020,,10,QR
4776,신세계면세점,중구,충무로1가 54-3,,,19/10/2020,,10,QR
4778,대신파이낸스센터,중구,저동1가 48-10,,,19/10/2020,,10,QR
4784,중부경찰서앞 사거리,중구,저동2가 22-1,,,19/10/2020,,10,QR
4785,롯데시티호텔,중구,장교동 74,,,19/10/2020,,8,QR
4791,명동역9번출구,중구,중구 충무로2가 111,,,19/10/2020,,10,QR
800,목월공원 앞,용산구,서울특별시 용산구 원효로4가 109-10,37.532433,126.954742,29/06/2016,15,,LCD
802,한강진역 2번 출구 앞,용산구,서울특별시 용산구 한남동 726-494,37.541153,127.002213,29/06/2016,10,,LCD
803,한남초교 앞 보도육교,용산구,서울특별시 용산구 한남동 725-17,37.538139,127.004097,29/06/2016,10,,LCD
805,문배어린이공원 앞,용산구,서울특별시 용산구 문배동 34-10,37.536758,126.970001,29/06/2016,9,,LCD
