month,code,office,rentals,returns
'201711','2041',' ????? ?????',255,224
'201711','2048',' ?????? ??',363,209
'201711','2056',' ???? ????',671,659
'201711','1608',' ??? 1? ?? ?',796,834
'201711','1619',' ??? ??????? ?(?1-1)',476,417
'201711','1203',' ????2?? ?',482,509
'201711','1207',' ??CU??? ?',246,312
'201711','1211',' ?????',1106,1182
'201711','???? ???','???? ???',7,16
'201711','1214',' ??? 7? ?? ??',596,502
'201711','2201',' ??? ??? ?',45,45
'201711','2202','?????? 1???',666,716
'201711','2205',' ??3?? ????? ?',439,392
'201711','2206',' ?????? ?',580,579
'201711','2210',' ??1? ???? ?',222,171
'201711','2212','????4???? 201? ???',280,248
'201711','2213',' ?????? 5??? ?',460,420
'201711','2214',' ???? 2??? ?',303,351
'201711','2217','?????? ?? ?',208,272
'201711','2219',"' ?????? 8-1?, 8-2? ?? ??'",1406,1526
'201711','2220',' ???? ???? ?',675,713
'201711','2221','???? ????? ?',319,352
'201711','2222','??? 12??? ?',553,691
'201711','2223',' ????? ?? ?',172,120
'201711','2225','??????? ?3??? ?',101,37
'201711','2226',' ????????? ?',136,45
'201711','2227','???????? ?',411,465
'201711','2228','???? ?',428,532
'201711','2229','????? ?? ?',100,137
'201711','401',' ??????? 10?? ?',359,425
'201711','2230','??? 4? ??',511,462
'201711','2231',' ????(????) A? ???',830,800
'201711','2233',' ?????1???? ?',202,191
'201711','2235','KT ???? ?',214,152
'201711','2237','??????? ??? ??',495,366
'201711','2239','??? 6???',484,434
'201711','2241','????? ???',402,381
'201711','2242','??? 11? ?? ?',948,438
'201711','2243','??????',362,365
'201711','2244','??????? ???',667,732
'201711','402',' ??????? 9?? ?',527,472
'201711','2245','?????? ???',180,227
'201711','2247','??????',431,441
'201711','2255','????? 1??? ?',1226,1461
'201711','2256','??? ??? ??',196,222
'201711','2257',' ????? ??? ???',62,58
'201711','2258','??? ???',149,105
'201711','2262',' ??16???? 119? ?',517,618
'201711','2301',' ?????? ???',539,663
'201711','2343',' ????? ????? ?',31,27
'201711','2344',' ???? 2?? ?',89,121
'201711','403',' ????? ?',537,269
'201711','2259',' ??? 3?-4? ???? ',343,384
'201711','2251',' ????? ??(??2) ',221,250
'201711','2337',' ?????? 2??? ?',405,409
'201711','2309',' ???(????? ?)',277,210
'201711','2317',' ??????',332,362
'201711','2311',' ??? ??? ??? ?',158,43
'201711','2302',' ???? ?????(???? 3??? ??)',674,678
'201711','2303',' ??? 7???',440,412
'201711','2304',' ?? ROYAL PALACE ?',249,135
'201711','2305',' MCM ?? ??? ?',260,379
'201711','2306',' ???? 2? ?? ?',862,681
'201711','2307',' ??? ?? 3? ???',204,233
'201711','2308',' ?????? ?',414,435
'201711','2310',' ??? ???? ?(??)',247,257
'201711','2312',' ??? 13? ?? ?',222,179
'201711','2313',' ???? ?',438,442
'201711','2348',' ??????(????)',523,541
'201711','2314',' ???????',246,254
'201711','2315',' ???? 5??? ?',525,497
'201711','106',' ??? 7??? ?',1279,1021
'201711','405',' DMC? ?',558,664
'201711','2316',' ??? 8???',421,425
'201711','2318',' ?????4???(????? ??)',347,302
'201711','2319',' ???4?? ??(?? ??? ??)',429,441
'201711','2320',' ??? ????? ??',405,447
'201711','2321',' ???? ???',352,343
'201711','2322',' ??? 3? ??',314,275
'201711','2323',' ???? ??? ?? ?',133,105
'201711','2324',' ??? ?? 2? ?? ?',415,467
'201711','2325',' ??? ??????',479,483
'201711','2326',' ??? ???',294,182
'201711','406',' ??????? 7?? ?',353,287
'201711','2327',' ????? ?????? ?',682,736
'201711','2328',' ???? ?? ??? ?????? 7??? ?',318,251
'201711','2329',' ????????? ?????? 2???',278,233
'201711','2330',' ???? ?',360,332
'201711','2331',' ???????',391,246
'201711','2332',' ???3???',632,613
'201711','2333',' ??? 3??? ??',420,244
'201711','2334','??@ 2? ( ????)',228,177
'201711','2335',' 3?? ??? 3????',462,536
'201711','2336',' ?????????  ??????? 104? ?',248,202
'201711','421',' ???? ?',1494,1550
'201711','2339',' ????? ?? ?',247,261
'201711','2340',' ?????????(23370) ?',727,784
'201711','2341',' ??? 4~5? ?? ??',171,145
'201711','2342',' ??? 1???  ?',308,403
'201711','1106',' ??????',205,252
'201711','1302',' ??????6??? ?',423,412
'201711','1304',' ????',126,30
'201711','1308',' ????? ????? ?',1903,2150
'201711','1110',' ??????',172,170
'201711','1128',' ??? 6???',199,195
'201711','407',' ??? ????????',460,409
'201711','1018',' ?? ?? GS ???',602,624
'201711','1103',' ??? 4????',226,271
'201711','1115',' ??? 1????',379,348
'201711','1117',' ?????',502,480
'201711','1125',' ??????(????)',390,357
'201711','1201',' ????? 3? ??',591,584
'201711','1212',' ??? 2? ???',586,666
'201711','408',' LG CNS?',979,1105
'201711','1231',' ??? 6???',886,873
'201711','1306',' ??????2???',686,552
'201711','1317',' ??? ????',77,65
'201711','1407',' ??? 1??? ?',243,293
'201711','1414',' ???? 1???',410,474
'201711','420',' ??? ????? ????',348,383
'201711','1416',' ??? 3???',467,510
'201711','1427',' ???? 1???',152,140
'201711','1428',' ??????',321,236
'201711','1429',' ?????',260,335
'201711','1430',' ????',296,223
'201711','1431',' ???? ???',393,409
'201711','1433',' ??? 2???',331,454
'201711','1509',' ?????????',215,271
'201711','409',' ?????? ?',1592,1815
'201711','1510',' ????5?? ????? ?',50,46
'201711','1511',' ?? ????????102??',96,118
'201711','1512',' ????? ?',297,321
'201711','1513',' ???? ??',36,21
'201711','1522',' ??????????(???)',314,294
'201711','1605',' ????',255,325
'201711','1620',' ??? ???????? ?(?1-2)',285,288
'201711','1628',' ?????? ?',191,197
'201711','1630',' ???? ?',75,68
'201711','419',' ???? ?',1313,1027
'201711','1936',' ??? 1? ?? ???????',165,231
'201711','1941',' ???? 2???',88,118
'201711','1943',' ??? ??',115,131
'201711','1946',' ??? ??',414,334
'201711','1951',' ??????? 4?? ?? ?',191,177
'201711','1952',' ??????2?? ?',170,161
'201711','1953',' ??? 4??? ?',303,307
'201711','2003',' ??????',580,611
'201711','2028',' ??? 2??? ??',378,506
'201711','2263',' ?????????',405,394
'201711','410',' ????? ?',266,162
'201711','2249',' ?????? ???',135,135
'201711','2250',' ????? ???',223,189
'201711','2109',' ????? ????',546,566
'201711','2115',' ??????????',301,224
'201711','2119',' ??? ????',376,405
'201711','2141',' ?????? ???',1085,1090
'201711','2143',' ????????',304,289
'201711','2148',' ???? 3??? ?',446,513
'201711','2246',' ??? ????? ?',230,202
'201711','418',' ??????? 3??? ?',868,878
'201711','2252',' ????? ?',710,683
'201711','1210',' ??????(???2??? ?)',2139,2070
'201711','1218',' ??? 4???',653,704
'201711','1226',' ??4? ???? ?',735,845
'201711','1227',' ??? 8??? ?',246,259
'201711','1228',' ????? ',223,299
'201711','1230',' ????? ??',287,246
'201711','1239',' ?? ????3',118,126
'201711','107',' ???? ???????? ?',1341,1677
'201711','411',' DMC???',677,742
'201711','1240',' ?? ????4',207,190
'201711','1241',' ?? ????5',105,72
'201711','1242',' ?? ????6',71,74
'201711','1243',' ?? ????7',591,587
'201711','1244',' ?? ????8',475,460
'201711','1245',' ?? ????9',541,521
'201711','1246',' ?? ????10',340,272
'201711','1247',' ?? ????11',228,210
'201711','1248',' ??????',838,778
'201711','1249',' ????????',382,423
'201711','412',' DMC???????? ?',982,1018
'201711','1328',' ??? 3???',548,601
'201711','1411',' ????? ??? ???? ?',212,169
'201711','1602',' ???? ?',436,403
'201711','1625',' ???(4???)',552,530
'201711','1627',' ???? 4???',138,114
'201711','1706',' ???? ?',196,249
'201711','1914',' ???4???',564,493
'201711','1925',' ??????? ?? ?',654,621
'201711','413',' ??????? 3?? ??',465,309
'201711','1931',' ???(????)',364,409
'201711','2032',' ??? 11????',470,562
'201711','2034',' ??? 7????',309,372
'201711','2203',' ?????? 2???',156,112
'201711','2207',' ????? ?????? ? ??',69,74
'201711','2211',' ????????? ?',319,303
'201711','2215',' ??????? ??',245,236
'201711','2248',' ?????S ??? ?',376,332
'201711','417',' DMC? 2??? ?',1017,942
'201711','1204',' ??? 3???',198,164
'201711','1303',' ???? ??',805,819
'201711','2026',' ??? 4???',325,211
'201711','1221',' ????? ?????',637,814
'201711','2113',' ???????????',509,489
'201711','2264',' ??? 1???',601,562
'201711','1955',' ????? ???',449,431
'201711','2351',' ??????(???)?',97,102
'201711','446',' ?????',283,225
'201711','447',' ??????',164,97
'201711','414',' ??????? ?',578,530
'201711','449',' ?????',54,18
'201711','1440',' ???? ????',277,352
'201711','389',' ???4?? 1???',544,517
'201711','390',' ???? 1???',585,533
'201711','826',' ??? ?????2',679,649
'201711','1305',' ????',703,920
'201711','1501',"' ??? 3?,4? ?? ??'",308,317
'201711','2265',' ?????? ??',468,485
'201711','415',' DMC? 9??? ?',1796,1437
'201711','2110',' ??? ?????',257,244
'201711','2139',' ????????',815,842
'201711','2156',' ?? ??????',315,294
'201711','2354',' ??? 2???',122,103
'201711','2356',' ????',164,153
'201711','2355',' ??? 5~6? ?? ??',660,612
'201711','2360',' ??1? ???? ???',326,280
'201711','2358',' ?????? (?????10? ? )',308,323
'201711','2359',"' ?????,?? ?? ???'",137,139
'201711','2349',' ???? ?(???? ?)',488,323
'201711','416',' ??????? 1?? ???',669,365
'201711','2350',' ???????102??',207,209
'201711','2347',' ???? ??',213,135
'201711','2352',' ??????(???? ?)',196,113
'201711','2353',' ????? 2??? ?',370,189
'201711','1642',' ???? ??',545,389
'201711','2111',' ?????? 1???',472,434
'201711','2357',' ????????? ?????? 3??? ? (? ?? ?? ????? ?)',194,157
'201711','594',' ???????(????????)',296,361
'201711','422',' ??????',211,209
'201711','2224',' ????? ????? ?',257,282
'201711','500',' ??????? 3??? ?',1549,1221
'201711','1641',' ?????? ??',152,153
'201711','1640',' ?????? ??',223,216
'201711','590',' ????? (?????)',1262,1299
'201711','591',' ????? (???)',391,405
'201711','592',' ????? ????',1379,1584
'201711','1149',' ?????????',327,324
'201711','2136',' ??? 8???',633,749
'201711','391',' ?????',431,312
'201711','450',' ??? ???',502,435
'201711','451',' ?????',306,236
'201711','501',' ????? ?',1261,1372
'201711','593','???????',335,361
'201711','1250','??2? ????',95,101
'201711','7','????',1,0
'201711','3501',' ???? ?',441,444
'201711','3502',' ??? 1???',5,1
'201711','3504',' ????',230,201
'201711','3505',' ????? ???',142,113
'201711','502',' ?????? 1??? ?',1498,1735
'201712',,,0,908
'201712','108',' ??? ???',399,448
'201712','503',' ?????? C? ?',350,317
'201712','733',' ???????314?',0,1
'201712','737',' ????',0,1
'201712','504',' ?????????',399,450
'201712','505',' ????? ?????? ?',439,436
'201712','937',' ???? ????2?? ?',1,1
'201712','938',' ?? ????',1,1
'201712','942',' ???? ????',0,1
'201712','506',' ?? ??? ??? ?',102,87
'201712','945',' ??? ???',1,1
'201712','949',' ???? 1? ?? ',1,0
'201712','952',' ???????',0,1
'201712','953',' ????????',1,0
'201712','507',' ?????????? ?',217,259
'201712','1023',' ???????? ?',15,13
'201712','1024','  ???? ?',115,109
'201712','1025',' ??????',8,7
'201712','1026',' ???? ?? ???',38,46
'201712','1027',' ??? ??? ?',24,37
'201712','1028',' ??? ???? ??',51,54
'201712','1029',' ?? ???',114,110
'201712','1030',' ?? ??? ?',82,78
'201712','1031',' ??? CBIS',13,14
'201712','1032',' ??????',19,27
'201712','508',' ???????? ?',271,224
'201712','1033',' ??? ?????',85,75
'201712','1034',' ??? ??? ?????',11,18
'201712','1035',' ??? 4???',154,111
'201712','1036',' ??? ????',36,47
'201712','1037',' ?? 6??',6,6
'201712','1038',' ?? ?? ??? ??',22,18
'201712','1039',' ??????',15,16
'201712','1040',' ??? ??? ??',1,0
'201712','1041',' ??????',67,81
'201712','1042','5?? ??',14,16
'201712','509',' ??? ????? ?',553,591
'201712','1044',' ?????',91,93
'201712','510',' ??? ?? ????? ?',89,91
'201712','1251',' ??? 2???',30,28
'201712','1253',' ??? 3? ?? ?',55,33
'201712','1256',' ??????? ???',111,68
'201712','1257',' ????? ?????',91,105
'201712','1258',' ??????? ?',92,52
'201712','1259',' ??? 1???',95,127
'201712','511',' ???? 4? ?? ?',193,209
'201712','1261',' ??? 1??? ?',46,39
'201712','1262',' ???????? ?',98,105
'201712','1263',' ???????',38,34
'201712','1264',' ??? 10? ?? ?',80,84
'201712','1265',' ??? ????',87,83
'201712','1266',' ??? ?? ??',10,27
'201712','1267',' ????? ?2? ?',91,103
'201712','1269',' ?????? ',105,104
'201712','1271',' ?????',129,118
'201712','512',' ??? 1? ?? ?',419,475
'201712','1274',' ???? ?',73,67
'201712','1442',' (?)???? ?????',53,66
'201712','1443',' ??????????',66,72
'201712','1445',' ?????',7,9
'201712','1446',' ????? ???',103,107
'201712','1447',' ??? 3???',36,40
'201712','1448',' ???? ???',168,171
'201712','109',' ???? ?',324,323
'201712','400',' ????????? 1? ?',289,263
'201712','1526',' ??? ????',19,7
'201712','1527',' ??? 1? ?? ?',51,48
'201712','1528',' ???? ????',44,33
'201712','1529',' ??? ??????',124,116
'201712','1530',' ?????',47,90
'201712','1531',' ????? 1? ??',131,157
'201712','1532',' ?3? ???? ???',37,24
'201712','1533',"' ?? ??3, 4?? ???'",46,49
'201712','1534',' ??? ?? ? ??',52,42
'201712','1535',' ?????? ?',87,78
'201712','513',' ??? 5? ?? ??? ?',369,400
'201712','1536',' ?? ???? 101? ?',47,52
'201712','1643',' ????? 8???',63,58
'201712',,,8,7
'201712','1646',' ??? ??',14,9
'201712','1650',' ???????',98,101
'201712','1651',' ???? ??? ?',23,28
'201712','514',' ????? ????? ?',635,640
'201712','1652',' ??? ?',2,5
'201712','1654',' ????? ???',11,9
'201712','1655',' ??1?????',102,133
'201712','1656',' ????? ??? ??',73,53
'201712','1657',' ???? ',41,51
'201712','1659',' ??? ?????',35,26
'201712','1660',' ???????',27,17
'201712','515',' ????? ?',110,109
'201712','1714',' ????????? ???',14,11
'201712','1715',' ?????????????',44,36
'201712','1716',' ????? ???',33,45
'201712','1717',' ??????? ??',22,26
'201712','1719',' ?????? ?????',6,15
'201712','1720',' ???? ?(????)',39,35
'201712','1721',' ??? 2??? ',20,13
'201712','516',' ????? ?',252,262
'201712','1840',' ??????? ??',28,31
'201712','1841',' ??? ????',46,40
'201712','1842',' ?????',21,17
'201712','1843',' ??????',35,33
'201712','1845',' ????????1? ??',29,39
'201712','300',' ?????',565,470
'201712','2268',' ??4????? ',29,25
'201712','2269',' ??? ??',36,32
'201712','2272',' ???? ???',29,16
'201712','2273',' ???? ???',67,85
'201712','2274',' ??????? 3???',58,69
'201712','2275',' ?????? ???',5,9
'201712','2276',' ??1? (???????)',35,37
'201712','301',' ???? 7??? ?',446,375
'201712','2362',' ??? ???? ??',75,71
'201712','2363',' ?? ???? ???',1,1
'201712','2364',' ???? ??? ?',31,42
'201712','2365',' K+ ?? ?',36,45
'201712','2368',' ??? ????? ???',97,68
'201712','2370',' ??? 3???',79,72
'201712','302',' ???? 4??? ?',648,612
'201712','2371',' ?????????',33,27
'201712','2372',' ??? ???',107,159
'201712','2373',' ???? ???',60,54
'201712','2375',' ??? 1??? ?',15,17
'201712','2377',' ??? 5??? ?',56,50
'201712','303',' ???? 1??? ?',527,483
'201712','3506',' ???? ??',172,161
'201712','3507',' ?????',113,86
'201712','3508',' ?????',271,250
'201712','3509',' ????????',399,454
'201712','3511',' ??? 1???',23,26
'201712','3513',' ????? 1???',189,123
'201712','3514',' ??????',122,94
'201712','115',' ???? ?? ?',486,406
'201712','304',' ???? 2??? ?',500,651
'201712','1336',' ??3? ?',129,121
'201712','1337',' ???? ?',162,164
'201712','1338',' ??2? ?',97,108
'201712','1339',' ??????? ????',41,41
'201712','1340',' ?????? ?',44,31
'201712','1342',' ???? ?',30,13
'201712','1343',' ???7??? ?',92,41
'201712','1344',' ??????? ?',64,45
'201712','305',' ???? ?',42,38
'201712','1346',' ??8?????? ?',100,66
'201712','1347',' ????????817? ?? ?',29,27
'201712','1348',' ????????? ?? ?',51,45
'201712','1349',' ??2? ????? ?',14,13
'201712','1351',' SK????? ?',75,93
'201712','1352',' e ???? ????? ?',29,20
'201712','1353',' ???????? ?',19,12
'201712','1956',' ???????? ?',18,12
'201712','1957',' ?????? ?? ',53,58
'201712','306',' ???? 7??? ?',345,310
'201712','1958',' ???????????',60,59
'201712','1960',' ????? ?',57,47
'201712','1961',' ??????????',75,56
'201712','1962',' ????????',84,82
'201712','1963',' ????????',29,38
'201712','1965',' ???????? 105? ?',1,1
'201712','307',' ??????? ?',501,466
'201712','1975',' ??? 1? ??? ?',44,52
'201712','1976',' ???? 5? ??? ?',37,31
'201712','308',' ??? S?? ?',251,212
'201712','1979',' ??1???? ?',23,18
'201712','309',' ???? 6??? ?',360,307
'201712','310',' ???? ?',313,248
'201712','311',' ???? ?',765,671
'201712','312',' ??? 1??? ?',509,528
'201712','313',' ??? ?? ??? ?',177,206
'201712','110',' ???',117,100
'201712','314',' ???????',477,458
'201712','315',' ???? ????? ?',315,307
'201712','316',' ??? 1??? ?',659,676
'201712','827',' ?????',29,11
'201712','828',' ????? 8?',36,63
'201712','318',' ????? ??',167,171
'201712','320',' ?????? 4??? ?',390,475
'201712','321',' KEB ???? ?? ?',410,429
'201712','322',' ???? ?',189,142
'201712','116',' ???????? ?',641,719
'201712','324',' ?????? ?? ?',280,270
'201712','326',' ??? 5??? ?',492,401
'201712','327',' ???? ?',604,615
'201712','328',' ???? ?',521,431
'201712','329',' ??2? ??? ?',370,401
'201712','330',' ??? ????',312,357
'201712','331',' ???2? ??? ??',343,410
'201712','332',' ???2? ??? ??',234,216
'201712','111',' ??? 2??? ?',343,275
'201712','334',' ??3?? 2??? ?',536,567
'201712','335',' ??3?? 15??? ?',353,372
'201712','336',' ??? ?? ?',267,261
'201712','337',' ??? ??',114,99
'201712','338',' ????? ?',584,522
'201712','339',' ??4? ???',569,526
'201712','340',' ??? ???',179,171
'201712','341',' ??? 3??? ?',411,352
'201712','342',' ??? ??????',500,578
'201712','343',' ????(???) ?',178,156
'201712','112',' ????? ?',439,390
'201712','344',' ???? E??? ?',520,550
'201712','345',' ???????? ?',320,419
'201712','346',' ???? ?',541,610
'201712','347',' ?????????? 9??? ?',365,327
'201712','349',' ???????',375,258
'201712','351',' ???? ? ???',296,256
'201712','352',' ????? ???',90,36
'201712','353',' ???? ? ???',201,231
'201712','117',' ?????',336,337
'201712','354',' ???? ??? ?',381,308
'201712','355',' ???????? ?',337,342
'201712','356',' KT???? ?',416,435
'201712','358',' ???? ???',1015,951
'201712','359',' ??????',486,539
'201712','361',' ???? 1??? ?',487,577
'201712','362',' ??8? ???',324,296
'201712','363',' ???? 11??? ?',281,329
'201712','364',' ??? 1??? ?',315,154
'201712','113',' ????? 2??? ?',1787,2142
'201712','367',' ???? 3-1??? ',219,181
'201712','368',' SK ???? ?',189,284
'201712','369',' ??? ??????',325,281
'201712','348',' ???? ???',288,252
'201712','370',' ???(2??) 9??? ?',272,230
'201712','371',' ????? 6??? ?',145,140
'201712','372',' ??? 3??? ?',126,123
'201712','373',' ?? ?????',32,21
'201712','374',' ??? 2??? ?',196,227
'201712','118',' ???? 2??? ?',300,310
'201712','375',' ?? ?????',184,204
'201712','377',' ??? 4??? ?',145,138
'201712','378',' ??7? ???',450,446
'201712','379',' ???9???',156,138
'201712','380',' CJ???? ?',243,218
'201712','381',' ?????',42,6
'201712','382',' ??? 10??? ?',120,145
'201712','383',' ??? 12? ?? ?',455,397
'201712','384',' ?????? ',65,63
'201712','114',' ????? 8??? ?',682,697
'201712','142',' ??? 4??? ?',269,225
'201712','143',' ??? 2???',223,372
'201712','144',' ??? 8???',429,505
'201712','145',' ??? 5???',339,359
'201712','146',' ??? 1??? ?',298,394
'201712','147',' ??? 4??? ?',236,347
'201712','148',' ??? ???? ?',272,359
'201712','150',' ???? 2??? ?',333,362
'201712','151',' ??1?????',310,418
'201712','152',' ???????? ?',449,686
'201712','119',' ???? ??',280,290
'201712','153',' ??2? ???',643,667
'201712','154',' ????? ',464,543
'201712','155',' ???1 ??? ?',377,377
'201712','156',' ???????? ?',338,458
'201712','157',' ???? 4??? ?',331,358
'201712','158',' ??? ??? ??',283,291
'201712','159',' ??? 4? ??',237,91
'201712','160',' ???? ????',219,161
'201712','161',' ????1? ??',81,72
'201712','162',' ?????? ?',285,95
'201712','120',' ??? ???',237,252
'201712','163',' ??????? ?? ?',125,87
'201712','164',' ???1? ???? ',176,138
'201712','165',' ??????',202,141
'201712','166',' ??? ????',373,397
'201712','167',' ?????? ?',184,46
'201712','168',' ???? ???',122,69
'201712','169',' ??? ???',125,82
'201712','170',' ??? ??? ??? ?',254,292
'201712','171',' ???? ?',173,215
'201712','172',' ??????',156,115
'201712','121',' ????? ?',239,259
'201712','173',' ???? 8??? ?',266,253
'201712','175',' ??2??',506,504
'201712','179',' ??? 4??? ?',407,422
'201712','180',' ???? 7??? ?',244,178
'201712','518',' ??? ??? ?',118,147
'201712','519',' ?????',173,157
'201712','520',' ????? 4? ?? ?',258,170
'201712','521',' ???? 11? ?? ?',341,334
'201712','522',' ??? 1??? ?',71,80
'201712','523',' ????? ?',35,5
'201712','122',' ?????? ?',407,383
'201712','524',' ????????? ??? 102? ?',39,47
'201712','525',' ????????',409,353
'201712','526',' ?????? ?',237,318
'201712','529',' ???? 8? ?? ?',527,454
'201712','530',' ??????? ?',219,305
'201712','533',' ???? ??? ?? ?',31,60
'201712','534',' ?????',78,54
'201712','535',' ?????',173,113
'201712','536',' ??? 2??? ?',119,134
'201712','537',' ?????? ??',295,313
'201712','123',' ??? ??',130,170
'201712','538',' ???? 8??? ?',213,230
'201712','550',' ?????? ?',200,212
'201712','539',' ??????',224,181
'201712','540',' ??? 7??? ???? ?',780,823
'201712','542',' ??? 4??? ?',149,147
'201712','543',' ????(????? ?)',176,145
'201712','544',' ?????',92,101
'201712','546',' ?????? ???',321,304
'201712','548',' ?????',429,343
'201712','549',' ???? 3???',409,376
'201712','124',' ??? ?? ???',389,286
'201712','600',' ??2? ????',129,109
'201712','601',' ???????',196,200
'201712','602',' ??? ???',310,466
'201712','604',' ??????? ? ??',99,118
'201712','605',' ????8???',188,191
'201712','606',' ?????',40,81
'201712','607',' ???? 2???',68,80
'201712','608',' ???????',79,104
'201712','609',' ??2?',272,250
'201712','125',' ??? ?? ?',413,464
'201712','610',' ???? ???',178,139
'201712','612',' ?????? ? ???',257,229
'201712','613',' ???? 10??? ?',292,307
'201712','614',' ??? ???',481,485
'201712','615',' ??? ?????????? ?',253,312
'201712','616',' ????? ?',188,68
'201712','617',' ??????? ?',154,220
'201712','227',' ??2??? ???? ??',156,198
'201712','228',' ???? 3??? ?',354,282
'201712','229',' ??1 ???? ?',167,210
'201712','126',' ??? ?? ?',676,773
'201712','231',' ???????? ??',184,152
'201712','232',' ???? ????? ?',539,569
'201712','233',' YP ?? ?',46,24
'201712','234',' ????????? ?',123,101
'201712','235',' ??? ???? ?',174,222
'201712','236',' ???????? ?',210,246
'201712','237',' ??? ???? ???',185,275
'201712','238',' ?2?????? ?',503,538
'201712','239',' ????? ?',333,308
'201712','240',' ??? 4??? ?',292,290
'201712','127',' ????? ?',218,115
'201712','241',' ????1???? ? ??',125,123
'201712','242',' ?????????? ?',211,195
'201712','243',' ??????? ?',283,270
'201712','244',' ???????? ?',415,438
'201712','245',' ???? ???? ?',321,351
'201712','247',' ??? 10??? ?',572,544
'201712','248',' ????? ?',139,133
'201712','249',' ?????? ?',63,53
'201712','250',' ????? ???',138,135
'201712','251',' ??????? ?????',178,161
'201712','101',' (?)??? ????',157,156
'201712','128',' ???(2??) 1??? ?',593,641
'201712','252',' ????4???',276,288
'201712','253',' ??? 5??? ??',279,231
'201712','254',' ???? ?',71,98
'201712','255',' ??4??',128,172
'201712','256',' ???????',170,155
'201712','257',' ?????(????)',291,361
'201712','258',' ???3???',355,441
'201712','259',' ???6???',768,710
'201712','700',' KB???? ??? ?? ?',191,184
'201712','701',' ????? ??',56,57
'201712','129',' ???(2??) 6??? ?',305,305
'201712','702',' ?4????? ?',117,142
'201712','703',' ???? 7??? ?',601,675
'201712','704',' ??????? ???',225,224
'201712','706',' ??????',102,153
'201712','707',' ??3?????',94,62
'201712','708',' ?????????? ?',197,203
'201712','709',' ??3? ????? ?',50,27
'201712','710',' ????????? ???',58,43
'201712','711',' ????????? ?',68,31
'201712','712',' ?????? ???',87,111
'201712','130',' ???(2??) 7??? ?',404,430
'201712','713',' ????? ?',61,45
'201712','714',' ??SGI ?????? ?',81,96
'201712','800',' ???? ?',205,247
'201712','802',' ???? 2? ?? ?',96,33
'201712','803',' ???? ? ????',59,65
'201712','805',' ??????? ?',192,257
'201712','806',' ???? ?? ?',234,204
'201712','807',' ??? 12? ?? ?',162,165
'201712','808',' ???? ???? ?',38,64
'201712','131',' ??2?',216,248
'201712','809',' ?? ??? ?????',146,180
'201712','810',' ???????',102,81
'201712','811',' ????1???',303,179
'201712','812',' ???????',89,87
'201712','813',' ???? 3???',135,159
'201712','815',' LIG????? 103??',100,118
'201712','385',' ??? 5???',517,549
'201712','386',' ????? ????? ?',222,172
'201712','387',' ???????? ?',104,111
'201712','181',' ????? ??',23,13
'201712','132',' ??????',296,333
'201712','182',' ??2????? ?',125,126
'201712','183',' ????????? ???',684,647
'201712','184',' SK?????? ???',367,417
'201712','185',' ?? ???? ?',327,213
'201712','186',' ?????',96,124
'201712','177',' ??? ????',73,80
'201712','188',' ??? ???? ??',144,114
'201712','191',' ????',204,234
'201712','192',' ???????',227,208
'201712','178',' ??3? ?',222,221
'201712','133',' ?????',186,223
'201712','194',' ??? ?',372,350
'201712','195',' ??????? ',189,116
'201712','196',' ????? ??',148,110
'201712','198',' ??2?',212,162
'201712','556',' ?????',43,32
'201712','557',' ??? ???? ?',291,242
'201712','558',' ???? ????? ?',223,224
'201712','134',' ??? ???',164,204
'201712','559',' ???? 4? ?? ???',372,371
'201712','560',' ???? ?',288,273
'201712','561',' ???? 2??? ?',225,219
'201712','562',' ?????? ?',183,139
'201712','563',' ????? ???',529,818
'201712','564',' ??? 3???',18,13
'201712','565',' ??? 3???',273,381
'201712','567',' ??? 2??? ?',791,746
'201712','568',' ??8???? ??',547,562
'201712','135',' ??? ???? ?',140,183
'201712','569',' ??????? ???',72,81
'201712','578',' ????? ??',282,328
'201712','579',' ??? 4???',199,161
'201712','580',' ???? 3??? ?',70,10
'201712','581',' ??????',208,255
'201712','582',' ????? ?',174,135
'201712','583',' ??? ???? ?',230,192
'201712','551',' ??????? ?',373,400
'201712','552',' ??????? ?',65,99
'201712','553',' ?? ??APT ?',150,123
'201712','136',' ??? ????',111,31
'201712','555',' ??3?????',120,139
'201712','571',' ???????6???',487,369
'201712','572',' ???? ???? ?',81,51
'201712','573',' ?????? ?',478,389
'201712','574',' ????4???',311,155
'201712','575',' ???? ????',37,58
'201712','576',' ???? 3? ??',123,117
'201712','577',' ????????',194,217
'201712','621',' ?????? ?',124,129
'201712','137',' NH?? ???? ?',172,87
'201712','622',' ????? ???',203,325
'201712','623',' ????? ?? ?',561,271
'201712','624',' ??? ????? ?',410,431
'201712','625',' ??????? ?(???? ?)',277,342
'201712','626',' ??? ?? ???',127,111
'201712','627',' ?????? ???',164,156
'201712','628',' ?????? ?',45,50
'201712','630',' ???? ???',380,356
'201712','631',' ???? 1???',358,384
'201712','102',' ??? 1??? ?',613,581
'201712','138',' ??? ?1????? ?',291,236
'201712','633',' ??? ???? ?',369,431
'201712','634',' ???? ?? ?',362,448
'201712','635',' ??? ? (????? ?)',282,268
'201712','636',' ??????? ???',120,172
'201712','637',' KAIST ???? ?',182,179
'201712','638',' ????? ?????',90,271
'201712','639',' ????? ??',388,284
'201712','640',' KEB???? ??????',170,193
'201712','641',' ??? 4???',302,336
'201712','642',' ??? ???',147,175
